incidentid,IncidentVersNumber,IncidentTypeDesc,AgencyORI,AgencyNameTxt,CityCde,CityName,CountyCde,COUNTYNAMETXT,StateCde,IncidentDte,IncidentTime,IncidentEndDte,IncidentEndTime,LocalCodeCaseNumber,SecondaryReportID,IncidentOwnerUserID,EntryDte,SupplementDte,ReviewDte,IncidentDescription,LastModifiedDte,BeatPostNumber,TimeReceived,TimeDispatched,TimeArrived,TimeCleared,HowReportedDesc,ReportedDte,CreatedByBadgeNumber
20584709,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/15/2017 17:00,1700,9/18/2017 06:55,655,17-38094,,3506,9/19/2017 10:21,,9/20/2017 14:07,,9/20/2017 14:07,,835,835,846,1000,IN PERSON,9/19/2017 00:00,264
20588220,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/17/2017 21:50,2150,,,17-37887,,3526,9/17/2017 22:15,,9/21/2017 06:41,,9/21/2017 06:41,,2152,2156,2157,2209,IN PERSON,9/17/2017 00:00,321
20588221,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/20/2017 22:50,2250,,,17-38352,,3112,9/21/2017 01:57,,9/21/2017 06:37,,9/21/2017 06:37,,2255,2256,2302,2320,IN PERSON,9/20/2017 00:00,332
20591586,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/17/2017 15:00,1500,9/17/2017 17:00,1700,17-38258,,3495,9/20/2017 11:48,,9/21/2017 14:21,,9/21/2017 14:21,,1022,1022,1025,1050,IN PERSON,9/20/2017 00:00,220
20591670,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,8/10/2017 14:15,1415,8/11/2017 07:15,715,17-32256,,3504,8/11/2017 10:50,9/21/2017 10:56,9/21/2017 14:36,,9/21/2017 14:36,,758,825,826,1000,IN PERSON,8/11/2017 00:00,244
20591705,6,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,7/20/2017 13:35,1335,,,17-28881,,3511,7/20/2017 15:18,9/16/2017 09:45,9/21/2017 14:43,,9/21/2017 14:43,,1342,1345,1352,1450,IN PERSON,7/20/2017 00:00,278
20591707,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/21/2017 09:00,900,9/21/2017 09:25,925,17-38402,,3511,9/21/2017 11:16,,9/21/2017 14:42,,9/21/2017 14:42,,925,925,933,1033,IN PERSON,9/21/2017 00:00,278
20591709,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/21/2017 08:50,850,9/21/2017 09:05,905,17-38397,,3511,9/21/2017 11:35,,9/21/2017 14:41,,9/21/2017 14:41,,905,916,933,1030,IN PERSON,9/21/2017 00:00,278
20592214,3,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,7/16/2017 19:20,1920,7/16/2017 20:30,2030,17-38404,3640,3495,9/21/2017 11:11,,9/21/2017 15:44,,9/21/2017 15:44,,2022,,,,WEB,9/6/2017 00:00,220
20592232,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/20/2017 16:00,1600,9/20/2017 17:30,1730,17-38315,,3532,9/20/2017 19:39,,9/21/2017 15:43,,9/21/2017 15:43,,1739,1742,1747,1900,PHONE,9/20/2017 00:00,336
20594040,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/7/2017 08:00,800,9/21/2017 16:27,1627,17-38452,,3535,9/21/2017 17:58,,9/21/2017 22:53,,9/21/2017 22:53,,1627,1629,1634,1700,IN PERSON,9/21/2017 00:00,339
20594044,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/21/2017 17:45,1745,,,17-38471,,2948,9/21/2017 20:03,,9/21/2017 22:46,,9/21/2017 22:46,,1817,1827,1831,1905,IN PERSON,9/21/2017 00:00,300
20594045,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/20/2017 14:15,1415,9/20/2017 14:45,1445,17-38296,,3541,9/20/2017 17:45,,9/21/2017 23:00,,9/21/2017 23:00,,1443,1522,1527,1600,IN PERSON,9/20/2017 00:00,346
20595188,6,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,8/27/2017 00:00,0,8/27/2017 00:15,15,17-34690,,6664,8/27/2017 02:47,9/21/2017 02:06,9/22/2017 06:25,,9/22/2017 06:25,,15,15,17,56,IN PERSON,8/27/2017 00:00,353
20598641,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/21/2017 12:15,1215,9/21/2017 12:58,1258,17-38421,,3534,9/22/2017 08:31,,9/22/2017 14:55,,9/22/2017 14:55,,1215,1236,1238,1258,IN PERSON,9/21/2017 00:00,338
20598644,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/21/2017 10:51,1051,9/21/2017 11:16,1116,17-38412,,3534,9/22/2017 08:21,,9/22/2017 14:55,,9/22/2017 14:55,,1051,1051,1057,1116,IN PERSON,9/21/2017 00:00,338
20598952,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/15/2017 16:15,1615,9/15/2017 17:00,1700,17-38494,17-37555,3513,9/21/2017 22:57,,9/22/2017 15:32,,9/22/2017 15:32,,2150,2150,2150,2230,IN PERSON,9/21/2017 00:00,284
20600450,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/22/2017 15:41,1541,,,17-38610,,5370,9/22/2017 17:47,,9/22/2017 21:43,,9/22/2017 21:43,,1545,1545,1552,1652,IN PERSON,9/22/2017 00:00,354
20601933,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/21/2017 18:00,1800,9/21/2017 19:00,1900,17-38518,,3112,9/22/2017 04:51,9/22/2017 23:38,9/23/2017 06:57,,9/23/2017 06:57,,111,113,118,400,IN PERSON,9/22/2017 00:00,332
20602646,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/22/2017 12:09,1209,,,17-38576,,3505,9/22/2017 15:07,,9/23/2017 14:21,,9/23/2017 14:21,,1209,1209,1200,1430,BY INVESTIGATION,9/22/2017 00:00,257
20607659,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/23/2017 15:00,1500,9/24/2017 11:52,1152,17-38898,,3507,9/24/2017 12:50,,9/24/2017 14:36,,9/24/2017 14:36,,1122,1125,1132,1152,IN PERSON,9/24/2017 00:00,265
20607660,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 01:00,100,9/24/2017 08:00,800,17-38899,,3505,9/24/2017 13:36,,9/24/2017 14:35,,9/24/2017 14:35,,1114,1130,1132,1250,IN PERSON,9/24/2017 00:00,257
20609328,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/23/2017 20:01,2001,,,17-38808,,3535,9/23/2017 22:52,,9/24/2017 22:16,,9/24/2017 22:16,,2001,2004,2009,2200,IN PERSON,9/23/2017 00:00,339
20609329,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/23/2017 16:25,1625,,,17-38779,,5371,9/23/2017 18:16,,9/24/2017 22:17,,9/24/2017 22:17,,1627,1630,1630,1647,IN PERSON,9/23/2017 00:00,355
20609331,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/23/2017 08:00,800,9/23/2017 16:00,1600,17-38782,,3544,9/23/2017 17:56,,9/24/2017 22:19,,9/24/2017 22:19,,1632,1636,1636,1655,IN PERSON,9/23/2017 00:00,349
20609334,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 13:01,1301,,,17-38926,,2948,9/24/2017 16:53,,9/24/2017 22:13,,9/24/2017 22:13,,1456,1512,1522,1551,IN PERSON,9/24/2017 00:00,300
20609336,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 14:27,1427,,,17-38921,,2948,9/24/2017 14:53,,9/24/2017 22:14,,9/24/2017 22:14,,1427,1430,1433,1452,IN PERSON,9/24/2017 00:00,300
20616751,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 20:25,2025,,,17-38955,,5371,9/24/2017 22:57,,9/25/2017 19:34,,9/25/2017 19:34,,2034,2038,2045,2130,IN PERSON,9/24/2017 00:00,355
20616757,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/25/2017 15:15,1515,,,17-39055,,3543,9/25/2017 17:45,,9/25/2017 19:37,,9/25/2017 19:37,,1522,1620,1625,1635,IN PERSON,9/25/2017 00:00,348
20617334,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/25/2017 15:33,1533,,,17-39048,,3503,9/25/2017 17:30,,9/25/2017 22:37,,9/25/2017 22:37,,1533,1534,1542,1645,BY INVESTIGATION,9/25/2017 00:00,242
20617335,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/25/2017 17:45,1745,9/25/2017 18:00,1800,17-39070,,3503,9/25/2017 20:10,,9/25/2017 22:35,,9/25/2017 22:35,,1759,1800,1802,1900,IN PERSON,9/25/2017 00:00,242
20617681,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,7/20/2017 05:35,535,,,17-28828,,3538,7/20/2017 08:33,9/25/2017 01:42,9/26/2017 00:28,,9/26/2017 00:28,,540,542,549,820,IN PERSON,7/20/2017 00:00,342
20617684,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 02:13,213,,,17-38852,,3521,9/24/2017 05:17,,9/26/2017 00:27,,9/26/2017 00:27,,142,145,146,,IN VIEW,9/24/2017 00:00,311
20617685,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,8/15/2017 03:25,325,,,17-32855,,3538,8/15/2017 05:31,9/25/2017 01:46,9/26/2017 00:27,,9/26/2017 00:27,,328,330,336,427,IN PERSON,8/15/2017 00:00,342
20618645,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/23/2017 23:48,2348,,,17-38837,,3112,9/24/2017 05:36,,9/26/2017 07:20,,9/26/2017 07:20,,2338,2339,2346,15,IN PERSON,9/23/2017 00:00,332
20618646,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 02:40,240,,,17-38858,,6664,9/24/2017 03:38,,9/26/2017 07:22,,9/26/2017 07:22,,244,244,247,332,IN PERSON,9/24/2017 00:00,353
20618647,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 03:06,306,9/24/2017 03:29,329,17-38860,,3112,9/24/2017 05:53,,9/26/2017 07:19,,9/26/2017 07:19,,306,306,306,515,IN PERSON,9/24/2017 00:00,332
20618648,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 18:00,1800,9/24/2017 18:46,1846,17-38946,,3526,9/24/2017 20:08,,9/26/2017 07:17,,9/26/2017 07:17,,1846,1847,1854,1920,IN PERSON,9/24/2017 00:00,321
20621471,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 12:25,1225,9/24/2017 12:27,1227,17-38906,,3509,9/24/2017 14:19,,9/26/2017 13:38,,9/26/2017 13:38,,1227,1229,1301,1323,IN PERSON,9/24/2017 00:00,268
20621476,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 21:30,2130,9/25/2017 07:30,730,17-38996,,2948,9/25/2017 09:32,,9/26/2017 13:35,,9/26/2017 13:35,,759,809,821,830,IN PERSON,9/25/2017 00:00,300
20621478,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 10:55,1055,,,17-38895,,3498,9/24/2017 13:41,,9/26/2017 13:37,,9/26/2017 13:37,,1056,1056,1100,,IN PERSON,9/24/2017 00:00,228
20624033,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/25/2017 17:04,1704,,,17-39062,,3544,9/25/2017 21:47,,9/26/2017 14:58,,9/26/2017 14:58,,1705,1705,1707,1801,IN PERSON,9/25/2017 00:00,349
20624034,6,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/16/2017 15:50,1550,,,17-37724,,5371,9/16/2017 18:19,9/25/2017 20:10,9/26/2017 14:57,,9/26/2017 14:57,,1554,1556,1558,1645,IN PERSON,9/16/2017 00:00,355
20624103,3,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/25/2017 17:04,1704,,,17-39105,17-39062,3544,9/25/2017 22:24,,9/26/2017 21:22,,9/26/2017 21:22,,1705,1705,1707,1801,IN PERSON,9/25/2017 00:00,349
20624106,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/25/2017 12:52,1252,,,17-39027,,2948,9/25/2017 14:06,,9/26/2017 21:14,,9/26/2017 21:14,,1228,1236,1241,1303,IN PERSON,9/25/2017 00:00,300
20624294,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/17/2017 12:44,1244,,,17-38175,,2948,9/19/2017 19:00,9/26/2017 18:43,9/26/2017 22:15,,9/26/2017 22:15,,1737,1737,1737,1830,PHONE,9/19/2017 00:00,300
20631312,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/27/2017 14:00,1400,9/27/2017 14:37,1437,17-39360,,3532,9/27/2017 17:37,,9/27/2017 22:54,,9/27/2017 22:54,,1435,1437,1437,2100,PHONE,9/27/2017 00:00,336
20631314,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/27/2017 17:25,1725,,,17-39380,,3535,9/27/2017 19:54,,9/27/2017 22:33,,9/27/2017 22:33,,1719,1722,1725,1800,IN PERSON,9/27/2017 00:00,339
20634185,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/27/2017 12:33,1233,9/27/2017 12:36,1236,17-39349,,3511,9/27/2017 14:35,,9/28/2017 11:14,,9/28/2017 11:14,,1230,1230,1230,1340,IN PERSON,9/27/2017 00:00,278
20634221,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 12:00,1200,9/24/2017 16:00,1600,17-39180,,3511,9/26/2017 14:54,,9/28/2017 11:19,,9/28/2017 11:19,,1303,1304,1308,1410,IN PERSON,9/26/2017 00:00,278
20635746,6,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,8/14/2017 13:00,1300,8/14/2017 18:30,1830,17-32799,,3518,8/14/2017 21:23,9/13/2017 09:54,9/28/2017 14:49,,9/28/2017 14:49,,1830,1833,1844,1928,IN PERSON,8/14/2017 00:00,349
20635748,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/14/2017 15:15,1515,,,17-37375,,3518,9/14/2017 19:39,9/18/2017 10:26,9/28/2017 14:46,,9/28/2017 14:46,,1515,1525,1538,1840,IN PERSON,9/14/2017 00:00,339
20635750,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/24/2017 16:00,1600,9/24/2017 23:00,2300,17-38936,17-38934,3518,9/25/2017 10:29,,9/28/2017 14:47,,9/28/2017 14:47,,1640,1640,1732,100,BY INVESTIGATION,9/24/2017 00:00,308
20635754,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,8/31/2017 14:00,1400,8/31/2017 15:00,1500,17-38266,,3523,9/20/2017 13:21,9/28/2017 10:16,9/28/2017 14:45,,9/28/2017 14:45,,1147,1147,1147,1223,PHONE,9/20/2017 00:00,268
20635938,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,8/15/2017 04:45,445,8/15/2017 13:52,1352,17-32955,,3518,8/15/2017 20:48,9/13/2017 09:53,9/28/2017 15:16,,9/28/2017 15:16,,1551,1624,1634,1729,IN PERSON,8/15/2017 00:00,348
20635939,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,8/17/2017 22:30,2230,8/17/2017 23:00,2300,17-33429,,3518,8/18/2017 19:28,9/13/2017 13:32,9/28/2017 15:16,,9/28/2017 15:16,,1517,1649,1654,1830,IN PERSON,8/18/2017 00:00,348
20635945,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/12/2017 14:00,1400,9/12/2017 18:00,1800,17-37134,,3524,9/12/2017 22:41,9/15/2017 12:56,9/28/2017 15:18,,9/28/2017 15:18,,1905,2003,2025,2130,IN PERSON,9/12/2017 00:00,348
20635948,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,8/29/2017 20:30,2030,8/30/2017 07:45,745,17-35147,,3528,8/30/2017 09:59,9/15/2017 14:59,9/28/2017 15:18,,9/28/2017 15:18,,753,814,828,910,IN PERSON,8/30/2017 00:00,220
20635951,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,6/1/2017 23:00,2300,6/2/2017 00:00,0,17-21291,,3528,6/2/2017 10:40,9/27/2017 13:58,9/28/2017 15:19,,9/28/2017 15:19,,911,911,920,1000,IN PERSON,6/1/2017 00:00,183
20643099,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/27/2017 12:31,1231,,,17-39614,,3528,9/29/2017 15:02,,9/29/2017 16:00,,9/29/2017 16:00,,1231,1255,1258,1315,IN PERSON,9/29/2017 00:00,324
20643828,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,4/19/2017 16:10,1610,4/19/2017 17:35,1735,17-15230,,3517,4/20/2017 11:36,,9/29/2017 15:48,,9/29/2017 15:48,,1610,1610,1610,1735,BY INVESTIGATION,4/19/2017 00:00,307
20643829,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,4/4/2017 16:50,1650,4/4/2017 18:00,1800,17-13318,,3517,4/5/2017 14:21,,9/29/2017 15:49,,9/29/2017 15:49,,1650,1650,1722,1800,BY INVESTIGATION,4/4/2017 00:00,307
20643830,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,7/23/2017 10:45,1045,,,17-29383,,3517,7/23/2017 16:40,9/1/2017 09:46,9/28/2017 12:34,,9/28/2017 12:34,,1509,1509,1513,1523,IN PERSON,7/23/2017 00:00,354
20643831,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,7/18/2017 10:20,1020,7/18/2017 10:50,1050,17-28533,,3517,7/18/2017 12:23,,9/29/2017 15:46,,9/29/2017 15:46,,1020,1020,1020,1050,IN PERSON,7/18/2017 00:00,307
20643833,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,5/3/2017 12:00,1200,5/3/2017 17:00,1700,17-17075,,3515,8/17/2017 09:15,,9/28/2017 12:30,,9/28/2017 12:30,,1200,1200,1200,1700,BY INVESTIGATION,5/3/2017 00:00,301
20643834,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,5/31/2017 15:45,1545,5/31/2017 16:15,1615,17-21054,,3514,6/5/2017 10:32,,9/29/2017 15:48,,9/29/2017 15:48,,1546,1546,1612,1700,BY INVESTIGATION,5/31/2017 00:00,294
20644349,8,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/16/2017 14:50,1450,9/16/2017 15:18,1518,17-37759,,5371,9/16/2017 23:26,9/28/2017 20:52,9/29/2017 21:09,,9/29/2017 21:09,,1943,2028,2035,2056,IN PERSON,9/16/2017 00:00,355
20644350,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/28/2017 10:30,1030,9/28/2017 12:30,1230,17-39479,,5370,9/28/2017 16:54,,9/29/2017 21:06,,9/29/2017 21:06,,1441,1441,1454,1540,IN PERSON,9/28/2017 00:00,354
20647045,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/29/2017 07:10,710,9/29/2017 07:23,723,17-39557,,3506,9/29/2017 09:49,,9/30/2017 15:02,,9/30/2017 15:02,,721,723,739,842,IN PERSON,9/29/2017 00:00,264
20647046,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,8/22/2017 18:00,1800,8/23/2017 10:15,1015,17-34129,,3504,8/23/2017 13:55,9/30/2017 12:35,9/30/2017 15:06,,9/30/2017 15:06,,1236,1237,1241,1305,IN PERSON,8/23/2017 00:00,244
20647047,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/30/2017 08:55,855,9/30/2017 09:22,922,17-39767,,3534,9/30/2017 12:00,,9/30/2017 14:51,,9/30/2017 14:51,,855,855,855,922,IN PERSON,9/30/2017 00:00,338
20647053,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/30/2017 10:09,1009,9/30/2017 10:51,1051,17-39784,,3534,9/30/2017 13:01,,9/30/2017 14:50,,9/30/2017 14:50,,1009,1012,1017,1051,IN PERSON,9/30/2017 00:00,338
20647055,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/28/2017 09:45,945,,,17-39474,,2948,9/28/2017 14:37,,9/30/2017 15:03,,9/30/2017 15:03,,1249,1259,1308,1400,IN PERSON,9/28/2017 00:00,300
20647059,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,8/23/2017 05:30,530,8/23/2017 06:00,600,17-34086,,3504,8/23/2017 09:05,9/30/2017 11:30,9/30/2017 15:06,,9/30/2017 15:06,,830,835,839,910,IN PERSON,8/23/2017 00:00,244
20647242,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/28/2017 10:00,1000,,,17-39644,,3543,9/29/2017 22:27,,9/30/2017 15:51,,9/30/2017 15:51,,1556,1612,1620,1647,IN PERSON,9/29/2017 00:00,348
20647244,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/29/2017 20:18,2018,,,17-39685,,3543,9/29/2017 22:07,,9/30/2017 15:49,,9/30/2017 15:49,,2005,2007,2014,2102,IN PERSON,9/29/2017 00:00,348
20648281,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/30/2017 17:00,1700,9/30/2017 17:24,1724,17-39825,,3530,9/30/2017 19:00,,9/30/2017 20:48,,9/30/2017 20:48,,1724,1727,1730,1744,IN PERSON,9/30/2017 00:00,329
20650358,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/29/2017 10:00,1000,,,17-39584,,3533,9/30/2017 08:14,,10/1/2017 13:52,,10/1/2017 13:52,,1002,1004,1005,1056,PHONE,9/29/2017 00:00,337
20650359,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/29/2017 12:33,1233,,,17-399608,,3533,9/30/2017 06:48,,10/1/2017 13:52,,10/1/2017 13:52,,1152,1212,1219,1320,IN PERSON,9/29/2017 00:00,337
20650362,4,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/16/2017 09:00,900,9/23/2017 12:00,1200,17-38739,,3533,9/24/2017 13:51,,10/1/2017 13:53,,10/1/2017 13:53,,1233,1243,1243,1336,PHONE,9/23/2017 00:00,337
20651554,3,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/19/2017 15:41,1541,2/19/2017 15:57,1557,17-39650,,2949,9/29/2017 17:45,,10/1/2017 20:21,,10/1/2017 20:21,,1954,,,,WEB,9/27/2017 00:00,945
20651556,2,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/30/2017 15:45,1545,9/30/2017 16:20,1620,17-39819,,5371,9/30/2017 21:30,,10/1/2017 20:27,,10/1/2017 20:27,,1618,1624,1624,1828,IN PERSON,9/30/2017 00:00,355
20651557,3,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,2/25/2017 15:00,1500,2/25/2017 15:43,1543,17-19648,,2949,9/29/2017 17:44,,10/1/2017 20:19,,10/1/2017 20:19,,1843,,,,WEB,9/27/2017 00:00,945
20651561,3,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,7/7/2017 20:00,2000,7/7/2017 20:40,2040,17-39652,,2949,9/29/2017 17:45,,10/1/2017 20:22,,10/1/2017 20:22,,2051,,,,WEB,9/27/2017 00:00,945
20651563,3,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,4/25/2017 20:13,2013,4/25/2017 21:05,2105,17-39649,,2949,9/29/2017 17:44,,10/1/2017 20:20,,10/1/2017 20:20,,1919,,,,WEB,9/27/2017 00:00,945
20651564,5,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,9/11/2017 14:15,1415,9/11/2017 14:15,1415,17-39316,,2949,9/27/2017 09:38,,10/1/2017 20:16,,10/1/2017 20:16,,2007,,,,WEB,9/25/2017 00:00,945
20651566,3,NIBRS,730100,PADUCAH POLICE DEPARTMENT,7301,PADUCAH,73,MCCRACKEN,,5/31/2017 22:00,2200,5/31/2017 23:06,2306,17-39651,,2949,9/29/2017 17:45,,10/1/2017 20:21,,10/1/2017 20:21,,2006,,,,WEB,9/27/2017 00:00,945
