incidentid,OffenseID,ASCFCde,ASCFDesc,BiasMotivation,BurglaryOnlyForceDesc,ClassCde,Counts,CourtOrderExists,CourtOrderTypeCde,CourtOrderStateCde,CourtOrderCountyCde,CourtOrderCountyName,CourtOrderNumber,DegreeCde,LocationTypeDesc,OnCampus,Premises,SchoolFunction,SchoolName,SchoolType,ViolationCde,ViolationDesc,LarcenyTypeCde,TitleChange,WarningsRun,OffenderIsEmployee,LocalOffenseDescription,LocalStatute,IsCityOrdinance,IsCountyOrdinance,CargoTheft
20433885,3274259,0,Not Applicable,NONE (NO BIAS),,C,1,FALSE,,,,,,F,,,,FALSE,,,25018,FORGERY 1ST DEGREE,,,TRUE,,,,FALSE,FALSE,
20433889,3274260,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
20433889,3274261,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,,TRUE,,,,FALSE,FALSE,
20433891,3274264,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,797,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,,,TRUE,,,,FALSE,FALSE,
20433891,3274265,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20435995,3274661,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2108,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFF,,,TRUE,,,,FALSE,FALSE,
20435997,3274662,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,2002,ENDANGERING THE WELFARE OF A MINOR,,,TRUE,,,,FALSE,FALSE,
20435998,3274663,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,O,,,,FALSE,,,3011,MISSING PERSONS,,,TRUE,,,,FALSE,FALSE,
20435999,3274664,0,Not Applicable,NONE (NO BIAS),,C,1,FALSE,,,,,,F,,,,FALSE,,,24044,TBUT OR DISP AUTO - $10000 OR MORE BUT U/$1000000,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20437458,3274789,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,798,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,,,TRUE,,,,FALSE,FALSE,
20439304,3275059,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,V,,,,FALSE,,,2405,HARASSMENT ( NO PHYSICAL CONTACT),,,TRUE,,,,FALSE,FALSE,
20439305,3275060,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,O,,,,FALSE,,,3007,FIRE INVESTIGATION,,,TRUE,,,,FALSE,FALSE,
20439306,3275061,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20439307,3275062,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
20439311,3275067,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20439311,3275066,0,Not Applicable,NONE (NO BIAS),Force,C,1,FALSE,,,,,,F,,,,FALSE,,,22061,BURGLARY 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,FALSE
20439312,3275068,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20439314,3275070,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23100,TBUT OR DISP - FIREARM,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20439314,3275071,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,24002,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20441801,3275558,0,Not Applicable,NONE (NO BIAS),,C,1,FALSE,,,,,,F,,,,FALSE,,,24044,TBUT OR DISP AUTO - $10000 OR MORE BUT U/$1000000,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20441835,3275566,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23310,THEFT OF IDENTITY OF ANOTHER W/O CONSENT,,,TRUE,,,,FALSE,FALSE,
20441836,3275567,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,24002,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20441837,3275568,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23915,TBUT OR DISP ALL OTHERS U/$500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20441838,3275569,1,Attempt,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
20441839,3275570,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,,TRUE,,,,FALSE,FALSE,
20441840,3275571,0,Not Applicable,,,,1,FALSE,,,,,,O,,,,FALSE,,,3014,NON-CRIMINAL DEATH,,,TRUE,,,,FALSE,FALSE,
20442262,3275615,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,795,ASSAULT 4TH DEGREE (NO VISIBLE INJURY),,,TRUE,,,,FALSE,FALSE,
20442262,3275614,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20442263,3275616,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
20442266,3275618,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
20443406,3275789,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,796,ASSAULT 4TH DEGREE (MINOR INJURY),,,TRUE,,,,FALSE,FALSE,
20444103,3275911,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,V,,,,FALSE,,,2617,CRIMINAL TRESPASSING-3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20444103,3275912,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
20444103,3275913,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42055,PRESCRIPTION CONT SUB NOT PROPER CONTAIN 1ST OFF,,,TRUE,,,,FALSE,FALSE,
20444103,3275910,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2109,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF,,,TRUE,,,,FALSE,FALSE,
20448802,3277213,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,797,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,,,TRUE,,,,FALSE,FALSE,
20448804,3277214,0,Not Applicable,UNKNOWN (MOTIVATION NOT KNOWN),,,1,FALSE,,,,,,V,,,,FALSE,,,2617,CRIMINAL TRESPASSING-3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20451083,3277849,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,O,,,,FALSE,,,80000,LOCAL VIOLATION CODES 80000-80999,,,TRUE,,,,FALSE,FALSE,
20451083,3277848,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20451084,3277850,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23931,TBUT OR DISP SHOPLIFTING $500 OR MORE BUT U/$10000,,,TRUE,FALSE,,,FALSE,FALSE,
20451084,3277851,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,28031,RECEIVING STOLEN PROPERTY U/$500,,,TRUE,,,,FALSE,FALSE,
20451085,3277852,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
20451086,3277853,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
20451087,3277854,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23915,TBUT OR DISP ALL OTHERS U/$500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20451092,3277855,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
20451092,3277856,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,,TRUE,,,,FALSE,FALSE,
20452076,3278055,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,,TRUE,,,,FALSE,FALSE,
20452076,3278054,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42245,POSS CONT SUB 2ND DEGREE - DRUG UNSPECIFIED,,,TRUE,,,,FALSE,FALSE,
20452076,3278053,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42301,TRAF IN MARIJUANA ( LESS THAN 8 OZ.) 1ST OFF,,,TRUE,,,,FALSE,FALSE,
20452076,3278052,0,Not Applicable,NONE (NO BIAS),,C,1,FALSE,,,,,,F,,,,FALSE,,,42365,TRAFF IN CONT SUB 1ST DEGREE 1ST OFF - (> OR = 2 GMS METHAMPHETAMINE),,,TRUE,,,,FALSE,FALSE,
20457676,3279458,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,798,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,,,TRUE,,,,FALSE,FALSE,
20457677,3279459,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23975,TBUT OR DISP BICYCLES U/$500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20457679,3279460,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23210,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20464492,3282776,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,0,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20464913,3282943,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,4800,VOLATILE SUBSTANCE ABUSE,,,TRUE,,,,FALSE,FALSE,
20464915,3282945,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,42215,POSS CONT SUB 1ST DEG 1ST OFF (METHAMPHETAMINE),,,TRUE,,,,FALSE,FALSE,
20464915,3282946,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,2763,VIOLATION OF A KENTUCKY EPO/DVO,,,TRUE,,,,FALSE,FALSE,
20464916,3282947,1,Attempt,NONE (NO BIAS),,,1,FALSE,,,,,,O,,TRUE,,TRUE,PADUCAH MIDDLE SCHOOL,MIDDLE SCHOOL,2676,SUICIDE,,,TRUE,,,,FALSE,FALSE,
20464917,3282948,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23975,TBUT OR DISP BICYCLES U/$500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20464918,3282949,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,Plot,,,FALSE,,,23929,TBUT OR DISP PURSE SNATCHING U$500,,,TRUE,FALSE,,,FALSE,FALSE,
20464921,3282952,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,701,UNAUTHORIZED USE OF MOTOR VEHICLE-1ST OFFENSE,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20467160,3283442,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,798,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,,,TRUE,,,,FALSE,FALSE,
20467164,3283448,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,O,,,,FALSE,,,3009,DEATH INVESTIGATION,,,TRUE,,,,FALSE,FALSE,
20467166,3283449,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,Plot,,,FALSE,,,23915,TBUT OR DISP ALL OTHERS U/$500,,,TRUE,TRUE,,,FALSE,FALSE,FALSE
20467915,3283536,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20468594,3283634,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,V,,,,FALSE,,,2405,HARASSMENT ( NO PHYSICAL CONTACT),,,TRUE,,,,FALSE,FALSE,
20468595,3283635,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,797,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,,,TRUE,,,,FALSE,FALSE,
20468596,3283636,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2402,HARASSING COMMUNICATIONS,,,TRUE,,,,FALSE,FALSE,
20472377,3284813,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,2640,FALSELY REPORTING AN INCIDENT,,,TRUE,,,,FALSE,FALSE,
20472481,3284819,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20474652,3285381,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,2402,HARASSING COMMUNICATIONS,,,TRUE,,,,FALSE,FALSE,
20474653,3285383,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20474653,3285382,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,797,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,,,TRUE,,,,FALSE,FALSE,
20474653,3285384,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,52196,POSSESSION OF FIREARM BY CONVICTED FELON,,,TRUE,,,,FALSE,FALSE,
20474654,3285385,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,O,,,,FALSE,,,3009,DEATH INVESTIGATION,,,TRUE,,,,FALSE,FALSE,
20474655,3285386,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,822,TERRORISTIC THREATENING 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20474656,3285387,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,2616,CRIMINAL TRESPASS-1ST DEGREE,,,TRUE,,,,FALSE,FALSE,
20474657,3285388,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,Plot,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
20474659,3285390,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23963,TBUT OR DISP GASOLINE U/$500,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20474725,3285398,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,480,FAILURE OF OWNER TO MAINTAIN REQUIRED INS/SEC 1ST OFF,,,TRUE,,,,FALSE,FALSE,
20474726,3285399,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,795,ASSAULT 4TH DEGREE (NO VISIBLE INJURY),,,TRUE,,,,FALSE,FALSE,
20475988,3285561,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,1402,CRIMINAL MISCHIEF 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,
20478707,3286093,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,O,,,,FALSE,,,3014,NON-CRIMINAL DEATH,,,TRUE,,,,FALSE,FALSE,
20478711,3286095,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,13241,CRIMINAL ABUSE 2ND DEGREE-CHILD 12 OR UNDER,,,TRUE,,,,FALSE,FALSE,
20478713,3286097,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,24006,TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10000,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20478715,3286099,0,Not Applicable,NONE (NO BIAS),,C,1,FALSE,,,,,,F,,,,FALSE,,,12003,ROBBERY 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,FALSE
20478718,3286102,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,O,,,,FALSE,,,3014,NON-CRIMINAL DEATH,,,TRUE,,,,FALSE,FALSE,
20478719,3286103,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,796,ASSAULT 4TH DEGREE (MINOR INJURY),,,TRUE,,,,FALSE,FALSE,
20478721,3286106,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23310,THEFT OF IDENTITY OF ANOTHER W/O CONSENT,,,TRUE,,,,FALSE,FALSE,
20478724,3286109,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,Plot,,,FALSE,,,71150,FRAUD USE OF CREDIT CARD $500 < $10000,,,TRUE,,,,FALSE,FALSE,FALSE
20478725,3286110,0,Not Applicable,NONE (NO BIAS),Force,D,1,FALSE,,,,,,F,Plot,,,FALSE,,,22062,BURGLARY 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,FALSE
20478725,3286111,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,Plot,,,FALSE,,,1402,CRIMINAL MISCHIEF 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,
20478726,3286112,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,28032,RECEIVING STOLEN PROPERTY U/$10000,,,TRUE,,,,FALSE,FALSE,
20478726,3286113,6,Enhancement,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42301,TRAF IN MARIJUANA ( LESS THAN 8 OZ.) 1ST OFF,,,TRUE,,,,FALSE,FALSE,
20478726,3286114,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,,TRUE,,,,FALSE,FALSE,
20478727,3286115,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,13201,WANTON ENDANGERMENT-1ST DEGREE,,,TRUE,,,,FALSE,FALSE,
20478729,3286117,0,Not Applicable,NONE (NO BIAS),No Force,C,1,FALSE,,,,,,F,,,,FALSE,,,22061,BURGLARY 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,FALSE
20478730,3286118,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,2640,FALSELY REPORTING AN INCIDENT,,,TRUE,,,,FALSE,FALSE,
20478731,3286120,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,71149,FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD,,,TRUE,,,,FALSE,FALSE,FALSE
20478731,3286119,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,71150,FRAUD USE OF CREDIT CARD $500 < $10000,,,TRUE,,,,FALSE,FALSE,FALSE
20478731,3286121,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,25019,FORGERY 2ND DEGREE,,,TRUE,,,,FALSE,FALSE,
20479205,3286274,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23931,TBUT OR DISP SHOPLIFTING $500 OR MORE BUT U/$10000,,,TRUE,FALSE,,,FALSE,FALSE,
20479207,3286277,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,2625,CRUELTY TO ANIMALS-2ND DEGREE,,,TRUE,,,,FALSE,FALSE,
20479207,3286278,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,O,,,,FALSE,,,80000,LOCAL VIOLATION CODES 80000-80999,,,TRUE,,,,FALSE,FALSE,
20480169,3286493,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,797,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,,,TRUE,,,,FALSE,FALSE,
20480169,3286494,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,2763,VIOLATION OF A KENTUCKY EPO/DVO,,,TRUE,,,,FALSE,FALSE,
20480170,3286495,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,2404,RESISTING ARREST,,,TRUE,,,,FALSE,FALSE,
20480171,3286496,0,Not Applicable,NONE (NO BIAS),,D,1,FALSE,,,,,,F,,,,FALSE,,,23917,TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10000,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20480172,3286497,1,Attempt,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
20480457,3286578,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,42081,DRUG PARAPHERNALIA - BUY/POSSESS,,,TRUE,,,,FALSE,FALSE,
20480457,3286577,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
20481865,3286885,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20481866,3286886,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,2763,VIOLATION OF A KENTUCKY EPO/DVO,,,TRUE,,,,FALSE,FALSE,
20483189,3287039,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,42330,POSS OF MARIJUANA,,,TRUE,,,,FALSE,FALSE,
20483189,3287038,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,V,,,,FALSE,,,131,FAILURE TO ILLUMINATE HEAD LAMPS,,,TRUE,,,,FALSE,FALSE,
20483189,3287040,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,V,,,,FALSE,,,519,FAILURE TO PRODUCE INSURANCE CARD,,,TRUE,,,,FALSE,FALSE,
20483194,3287042,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,1403,CRIMINAL MISCHIEF 3RD DEGREE,,,TRUE,,,,FALSE,FALSE,
20485050,3287357,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,701,UNAUTHORIZED USE OF MOTOR VEHICLE-1ST OFFENSE,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20485053,3287358,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,796,ASSAULT 4TH DEGREE (MINOR INJURY),,,TRUE,,,,FALSE,FALSE,
20485053,3287359,0,Not Applicable,,,B,1,FALSE,,,,,,M,,,,FALSE,,,2624,CRIMINAL TRESPASSING-2ND DEGREE,,,TRUE,,,,FALSE,FALSE,
20485056,3287360,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,1113,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20486449,3287594,0,Not Applicable,NONE (NO BIAS),,B,1,FALSE,,,,,,M,,,,FALSE,,,803,MENACING,,,TRUE,,,,FALSE,FALSE,
20486451,3287595,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
20486453,3287596,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,23935,TBUT OR DISP SHOPLIFTING U/$500,,,TRUE,FALSE,,,FALSE,FALSE,
20488315,3287943,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,1113,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
20488316,3287944,0,Not Applicable,NONE (NO BIAS),,,1,FALSE,,,,,,V,Property_Recovery,,,FALSE,,,2405,HARASSMENT ( NO PHYSICAL CONTACT),,,TRUE,,,,FALSE,FALSE,
20488317,3287945,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,797,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,,,TRUE,,,,FALSE,FALSE,
20488318,3287946,0,Not Applicable,NONE (NO BIAS),,A,1,FALSE,,,,,,M,,,,FALSE,,,798,ASSAULT 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,,,TRUE,,,,FALSE,FALSE,
